name,rating,atnm,region_name,outdoor_swimming_pool,restaurant,excellent_breakfast,free_parking,free_wifi,fitness_center,breakfast,bar,very_good_breakfast,indoor_swimming_pool,spa,3_swimming_pools,2_swimming_pools,4_swimming_pools,room_service,beachfront,private_beach_area,wifi_in_all_areas
Inn of the Governors,8.9,Hotels,New Mexico,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
Hotel Inn Santa Fe,7.2,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Post Time Inn,8.1,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Taos,6,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Santa Rosa,7.5,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Quality Inn Los Lunas,8,Hotels,New Mexico,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Las Brisas de Santa fe,9.2,Apartments,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Quinta by Wyndham Gallup,8.4,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Hyatt House Carlsbad,8.8,Hotels,New Mexico,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Hotel Ruidoso,8.3,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Hampton Inn & Suites Farmington,8.3,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Casa Verde Cabin with Fire Pit 4 Mi to Ski,10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard Johnson by Wyndham Raton,7.7,Hotels,New Mexico,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
La Quinta Inn by Wyndham Farmington,7.3,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Royal Holiday Motel,7.3,Motels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Econo Lodge Lordsburg I-10,5.3,Lodges,New Mexico,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Inn on the Alameda,9.1,Hotels,New Mexico,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Hampton Inn & Suites Artesia,8.7,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Rodeway Inn Tucumcari,7.4,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Comfort Suites Hobbs,8.1,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Days Inn by Wyndham Ruidoso Downs,7.7,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Days Inn & Suites by Wyndham Clovis,7.6,Motels,New Mexico,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Best Western Mission Inn,8.3,Hotels,New Mexico,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Vibrant Alto Hideaway with Sierra Blanca Views!,10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Drury Inn & Suites Albuquerque North,8.8,Hotels,New Mexico,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
La Quinta by Wyndham Artesia,8.4,Hotels,New Mexico,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
Comfort Inn Las Vegas New Mexico,6.3,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
El Monte Sagrado Resort & Spa,8.3,Hotels,New Mexico,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
Days Inn by Wyndham Tucumcari,7.3,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Artesia Inn- No Service Fees,6.9,Hotels,New Mexico,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Motel 6-Albuquerque, NM - South - Airport",4.7,Hotels,New Mexico,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elevate Hotel at Sierra Blanca Ruidoso, Ascend Hotel Collection",8.8,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"Motel 6-Gallup, NM",7.1,Hotels,New Mexico,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Baymont by Wyndham Roswell,7.6,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Days Inn by Wyndham Espanola,5.9,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Eagle Nest Fly Shack & Lodge,8.6,Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
San Mateo Inn,7.7,Hotels,New Mexico,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Holiday Inn Express and Suites Los Alamos Entrada Park, an IHG Hotel",8.1,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Travelodge by Wyndham Las Vegas NM,5.7,Hotels,New Mexico,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Baymont by Wyndham Farmington,7.5,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Quality Inn Deming,7.5,Hotels,New Mexico,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Ruidoso River Resort Condos,9.4,Resorts,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casita at St Francis Hatch NM,9.4,Guesthouses,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Best Western Executive Inn,8.7,Motels,New Mexico,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"Holiday Inn Express Hotel & Suites Raton, an IHG Hotel",7.6,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"Alto Adventure Base with Deck Hike, Bike and Ski!",9.3,Apartments,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa de Tres Lunas/House of Three Moons,8.7,Inns,New Mexico,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hampton Inn Santa Rosa,8,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Angel Fire Chalet 58,8.8,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Club Wyndham Taos,8.6,Hotels,New Mexico,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Econo Lodge Tucumcari,7.2,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ski Run C8,8.5,Hotels,New Mexico,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Quality Inn & Suites,7.1,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Southwest Stunner,8,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Motel 6-Santa Fe, NM - Downtown",7.3,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blake at Taos Ski Valley,9,Hotels,New Mexico,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Drury Inn & Suites Las Cruces,8.9,Hotels,New Mexico,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Monroe’s Chateau with Hot Tub,9.5,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Almara Inn,7.4,Motels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Motel 6 Santa Fe,6.1,Hotels,New Mexico,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Travelodge by Wyndham Truth or Consequences,8,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pinecliff Village Resort,8.3,Condo Hotels,New Mexico,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inn at Santa Fe, SureStay Collection by Best Western- Concept LLC",7.4,Hotels,New Mexico,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Alpine Lodge Red River,8.4,Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Best Western El Rancho Palacio,8.5,Hotels,New Mexico,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
San Miguel Inn By OYO,5.7,Hotels,New Mexico,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Deer Haven,8,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charming Cloudcroft Cabin with Deck and Mtn Views,9.8,Vacation Homes,New Mexico,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Comfort Suites Farmington,8.9,Hotels,New Mexico,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
Suburban Studios Alamogordo,7.1,Hotels,New Mexico,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
West Winds Lodge,8.5,Lodges,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Motel 6 Hobbs, NM - Event Center",7.4,Hotels,New Mexico,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Hampton Inn & Suites Los Alamos,8.5,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Hotel Santa Fe,8.4,Hotels,New Mexico,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Robin Hood Motel,8.8,Motels,New Mexico,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Encanto de Las Cruces,8,Hotels,New Mexico,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
High Sierra Condominiums,8.8,Condo Hotels,New Mexico,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"Motel 6-Farmington, NM",6,Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Motel 6 Albuquerque Northeast,4.7,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Querque Hotel,7.1,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Motel 10,4.3,Motels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Best Western Plus Inn of Santa Fe,8.2,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
La Dona Luz Inn an Historic B&B,9.2,Inns,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Budget Lodge,7.1,Motels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
SureStay Hotel by Best Western Albuquerque Midtown,6.3,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Quality Inn,7,Inns,New Mexico,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Coyote South,7.1,Hotels,New Mexico,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"Holiday Inn Express Hotels Grants - Milan, an IHG Hotel",6.2,Hotels,New Mexico,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fort Marcy Suites,8.7,Condo Hotels,New Mexico,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Satellite Inn,6.6,Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sunset Motel Santa Rosa, NM",6.4,Hotels,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InTown Suites Extended Stay Albuquerque NM,4.2,Hotels,New Mexico,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Days Inn & Suites by Wyndham Albuquerque North,6.3,Hotels,New Mexico,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Homewood Suites by Hilton Santa Fe-North,8.9,Hotels,New Mexico,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Sunset Inn Tucumcari NM,7.6,Motels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Crown Point Resort, by VRI Americas",9,Condo Hotels,New Mexico,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Travelodge by Wyndham Raton,5.3,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Modern getaway! Relax, bike, hike, and shred!",9.5,Apartments,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motel 6-Roswell, NM",7.2,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldorado Hotel and Spa,8.5,Hotels,New Mexico,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
La Quinta by Wyndham Albuquerque Journal Ctr NW,6.9,Hotels,New Mexico,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Comfort Inn City of Natural Lakes,7.5,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Microtel Inn & Suites,7.3,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Motel 6-Albuquerque, NM - Coors Road",4.6,Hotels,New Mexico,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Raton,6.2,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Home2 Suites By Hilton Carlsbad New Mexico,9,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Villas de Santa Fe,8.7,Condo Hotels,New Mexico,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Comfort Inn & Suites Las Cruces Mesilla,8.4,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Lift A4 Condo,8.4,Hotels,New Mexico,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Quality Inn & Suites Farmington,7.3,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Comfort Suites Albuquerque Airport,9.1,Hotels,New Mexico,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Gold Dust #C3 - The ChiliDrop,10,Hotels,New Mexico,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
MainStay Suites Hobbs,8,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
WoodSpring Suites Albuquerque,4.9,Hotels,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quality Inn & Suites Roswell,8.2,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Howard Johnson by Wyndham Albuquerque Midtown,5.9,Hotels,New Mexico,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
Inn & Spa at Loretto,8.3,Hotels,New Mexico,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Hampton Inn & Suites Carlsbad,8.3,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Comfort Suites of Las Cruces I-25 North,8.8,Hotels,New Mexico,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
Sleep Inn Gallup,8.4,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Sunlight Special,9.3,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Quinta Inn by Wyndham Santa Fe,7,Hotels,New Mexico,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Motel 6-Tucumcari, NM",6.6,Hotels,New Mexico,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramada by Wyndham Albuquerque Airport,5.9,Hotels,New Mexico,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Courtyard Farmington,6.4,Hotels,New Mexico,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"Motel 6-Las Cruces, NM - Telshor",6.8,Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Express Hotel & Suites Albuquerque - North Balloon Fiesta Park, an IHG Hotel",7.5,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Econo Lodge Eagle Nest,6.8,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Clovis,8.2,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Raven’s Nest Cabin with Glowing Bocce Ball Court,10,Vacation Homes,New Mexico,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Christi Villa 100,7.5,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hampton Inn Deming,8.4,Hotels,New Mexico,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Hobbs NM Event Center,7.5,Hotels,New Mexico,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
The Retreat at Angel Fire,9.4,Condo Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hampton Inn & Suites Ruidoso Downs,8.8,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Extend-A-Suites Albuquerque West,4.7,Motels,New Mexico,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Quality Inn & Suites Grants,6.9,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Extended Stay America Suites - Albuquerque - Rio Rancho Blvd,6.5,Hotels,New Mexico,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"Route 66 Inn of Santa Rosa, NM",3.6,Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Albuquerque West/Coors Blvd,6.5,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Quality Inn & Suites Las Cruces - University Area,6.6,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
An Angel's Retreat,7.2,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Holiday Inn Express Hotel & Suites Albuquerque Airport, an IHG Hotel",8.6,Hotels,New Mexico,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
Inn on La Loma Plaza,8.8,Inns,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"Holiday Inn Express Hotel & Suites Hobbs, an IHG Hotel",8.8,Hotels,New Mexico,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Super 8 by Wyndham Las Vegas,8.2,Motels,New Mexico,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Baymont by Wyndham Albuquerque Airport,8.4,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Nativo Lodge,7.2,Hotels,New Mexico,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
Upper Canyon Inn,8.1,Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Home2 Suites By Hilton Clovis,9.2,Hotels,New Mexico,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
Angel Fire Condo with Fireplace half Mi to Ski Lift!,10,Apartments,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cozy Cloudcroft Cabin with Serene Wooded Views and Deck,9.7,Vacation Homes,New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quiet Cloudcroft Cabin with Porch and Gas Grill!,9,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trailhead Retreat,7.7,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Village Lodge,8,Lodges,New Mexico,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
La Fonda on the Plaza,8.8,Hotels,New Mexico,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Downtown Red River Retreat with Mtn Views and Yard,9,Vacation Homes,New Mexico,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Express & Suites Gallup East, an IHG Hotel",8,Hotels,New Mexico,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Casa Blanca Inn and Suites,9.1,Bed and Breakfasts,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Days Inn by Wyndham East Albuquerque,5.4,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Hotel Chaco,9.1,Hotels,New Mexico,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Hotel Chimayo de Santa Fe,8.6,Hotels,New Mexico,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Best Western Santa Rosa Inn,8.5,Hotels,New Mexico,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hilton Garden Inn Hobbs,7.7,Hotels,New Mexico,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0
"Holiday Inn Express & Suites - Santa Fe, an IHG Hotel",8.4,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"Cozy, Rustic Condo Next To Angel Fire Resort!",9.3,Apartments,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Heart Of Cruces,8.7,Villas,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Raton’s Peak Inn,5.9,Hotels,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Days Inn by Wyndham Albuquerque West,5.5,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Super 8 by Wyndham Carlsbad,5.6,Motels,New Mexico,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Peaceful and Private Cloudcroft Cabin with Deck!,8.7,Vacation Homes,New Mexico,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
La Quinta Inn by Wyndham Albuquerque Northeast,6.9,Hotels,New Mexico,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Grants,6.3,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Super 8 by Wyndham Roswell,7.5,Motels,New Mexico,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"Holiday Inn Express Las Cruces North, an IHG Hotel",8.3,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"Holiday Inn Express & Suites - Roswell, an IHG Hotel",8.9,Hotels,New Mexico,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Quail Ridge Treasure,8.7,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hotel Albuquerque At Old Town,8.4,Hotels,New Mexico,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
SpringHill Suites by Marriott Gallup,8.4,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Medallion Cabin,9.5,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Streamside Retreat on the River,8.5,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Quinta by Wyndham Albuquerque West,6.3,Hotels,New Mexico,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Hotel ZAZZ,8.6,Hotels,New Mexico,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Quality Inn & Suites Gallup I-40 Exit 20,6.8,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Travelodge by Wyndham Ruidoso,5.6,Motels,New Mexico,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Super 8 by Wyndham Albuquerque Airport,5.1,Hotels,New Mexico,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
SpringHill Suites by Marriott Albuquerque University Area,8.9,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Marriott Albuquerque,7.6,Hotels,New Mexico,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0
National 9 Inn Roswell,7.9,Motels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comfort Suites University Las Cruces,7.1,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
The Summit Inn,8.1,Lodges,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtel Inn & Suites by Wyndham Gallup,7.2,Motels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Best Western Plus Ruidoso Inn,7.8,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Best Western Gallup West,7.8,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"Motel 6-Albuquerque, NM - Carlisle",5,Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Express Hotel & Suites Farmington, an IHG Hotel",7.6,Hotels,New Mexico,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Western Inn Roswell,6.9,Motels,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Chile Inn & Suites,5,Hotels,New Mexico,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Blue 66,6.3,Hotels,New Mexico,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
El Vado Motel,8.9,Motels,New Mexico,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Hyatt Place Albuquerque Airport,8,Hotels,New Mexico,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Adobe and Pines Inn Bed and Breakfast,9.6,Bed and Breakfasts,New Mexico,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
Best Western Airport Albuquerque InnSuites Hotel & Suites,7.9,Hotels,New Mexico,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
